position,title,year,duration,rating_value,rating_count,critic_rating_value,critic_count,directors,screenwriters,production_countries,world_premiere,polish_premiere,boxoffice,boxoffice_usa,boxoffice_outside_usa,budget,genres
1,The Shawshank Redemption,1994,2h 22m,"8,8",955674,"8,2",91,['Frank Darabont'],['Frank Darabont'],['USA'],10.09.1994,16.04.1995,$28 884 504 ,$28 767 189 ,$117 315 ,$25 000 000,['Dramat']
2,The Green Mile,1999,3h 8m,"8,6",1030633,"7,2",73,['Frank Darabont'],['Frank Darabont'],['USA'],06.12.1999,24.03.2000,$286 801 374 ,$136 801 374 ,$150 000 000 ,$60 000 000,['Dramat']
3,Intouchables,2011,1h 52m,"8,6",703261,"7,1",86,"['Olivier Nakache', 'Éric Toledano']","['Olivier Nakache', 'Éric Toledano']",['Francja'],23.09.2011,13.04.2012,$426 588 510 ,$10 198 820 ,$416 389 690 ,$10 800 000,"['Biograficzny', 'Dramat', 'Komedia']"
4,The Godfather,1972,2h 55m,"8,6",566582,"9,1",87,['Francis Ford Coppola'],"['Mario Puzo', 'Francis Ford Coppola']",['USA'],14.03.1972,31.12.1972,$250 341 816 ,$136 381 073 ,$113 960 743 ,$6 000 000,"['Dramat', 'Gangsterski']"
5,12 Angry Men,1957,1h 36m,"8,7",236509,"8,9",86,['Sidney Lumet'],['Reginald Rose'],['USA'],10.04.1957,listopada 1959,$337 000,,,,['Dramat sądowy']
6,Forrest Gump,1994,2h 22m,"8,5",1020860,"8,0",91,['Robert Zemeckis'],['Eric Roth'],['USA'],23.06.1994,04.11.1994,$678 226 465 ,$330 455 270 ,$347 771 195 ,$55 000 000,"['Dramat', 'Komedia']"
7,One Flew Over the Cuckoo's Nest,1975,2h 13m,"8,5",424981,"8,5",91,['Miloš Forman'],"['Bo Goldman', 'Lawrence Hauben']",['USA'],listopada 1975,31.12.1975,$109 114 817 ,$108 981 275 ,$133 542 ,$3 000 000,"['Dramat', 'Psychologiczny']"
8,The Godfather: Part II,1974,3h 20m,"8,5",288513,"9,0",65,['Francis Ford Coppola'],"['Mario Puzo', 'Francis Ford Coppola']",['USA'],12.12.1974,,$193 000 000 ,$47 834 595 ,$145 165 405 ,$13 000 000,"['Dramat', 'Gangsterski']"
9,The Lord of the Rings: The Return of the King,2003,3h 21m,"8,4",547925,"8,0",75,['Peter Jackson'],"['Fran Walsh', 'Peter Jackson']","['Nowa Zelandia', 'USA']",01.12.2003,01.01.2004,$1 151 301 082 ,$381 722 353 ,$769 578 729 ,$94 000 000,"['Fantasy', 'Przygodowy']"
10,Schindler's List,1993,3h 15m,"8,4",373810,"7,9",64,['Steven Spielberg'],['Steven Zaillian'],['USA'],30.11.1993,31.12.1993,$322 161 245 ,$96 898 818 ,$225 262 427 ,$22 000 000,"['Dramat', 'Wojenny']"
11,Pulp Fiction,1994,2h 34m,"8,3",700212,"9,2",95,['Quentin Tarantino'],['Quentin Tarantino'],['USA'],21.05.1994,19.05.1995,$213 928 762 ,$107 928 762 ,$106 000 000 ,$8 000 000,['Gangsterski']
12,La vita è bella,1997,1h 56m,"8,4",288485,"8,0",55,['Roberto Benigni'],"['Roberto Benigni', 'Vincenzo Cerami']",['Włochy'],20.12.1997,12.03.1999,$230 098 753 ,$57 563 264 ,$172 535 489 ,$20 000 000,"['Dramat', 'Komedia', 'Wojenny']"
13,The Lord of the Rings: The Two Towers,2002,2h 59m,"8,3",517046,"7,8",80,['Peter Jackson'],"['Peter Jackson', 'Fran Walsh']","['Nowa Zelandia', 'USA']",05.12.2002,31.01.2003,$951 403 754 ,$345 372 040 ,$606 031 714 ,$94 000 000,"['Fantasy', 'Przygodowy']"
14,Se7en,1995,2h 7m,"8,3",629513,"8,5",94,['David Fincher'],['Andrew Kevin Walker'],['USA'],15.09.1995,15.02.1996,$327 333 559 ,$100 125 643 ,$227 207 916 ,$33 000 000,"['Kryminał', 'Thriller']"
15,Fight Club,1999,2h 19m,"8,3",641172,"8,5",91,['David Fincher'],['Jim Uhls'],"['USA', 'Niemcy']",10.09.1999,11.02.2000,$101 209 702 ,$37 030 102 ,$64 179 600 ,$63 000 000,"['Thriller', 'Psychologiczny']"
16,Goodfellas,1990,2h 26m,"8,3",321121,"8,8",84,['Martin Scorsese'],"['Martin Scorsese', 'Nicholas Pileggi']",['USA'],09.09.1990,31.12.1990,$47 036 784 ,$46 909 721 ,$127 063 ,$25 000 000,"['Dramat', 'Gangsterski']"
17,The Pianist,2002,2h 30m,"8,3",611076,"7,7",80,['Roman Polański'],['Ronald Harwood'],"['Francja', 'Polska', 'Wielka Brytania', 'Niemcy']",24.05.2002,,$120 098 945 ,$32 590 750 ,$87 508 195 ,$35 000 000,"['Biograficzny', 'Dramat', 'Wojenny']"
18,The Silence of the Lambs,1991,1h 58m,"8,2",704142,"8,5",93,['Jonathan Demme'],['Ted Tally'],['USA'],30.01.1991,31.12.1991,$272 742 922 ,$130 742 922 ,$142 000 000 ,$19 000 000,['Thriller']
19,A Beautiful Mind,2001,2h 15m,"8,3",510319,"7,3",74,['Ron Howard'],['Akiva Goldsman'],['USA'],13.12.2001,01.03.2002,$316 791 257 ,$170 742 341 ,$146 048 916 ,$58 000 000,"['Biograficzny', 'Dramat']"
20,The Lion King,1994,1h 29m,"8,2",593049,"8,4",82,"['Rob Minkoff', 'Roger Allers']","['Jonathan Roberts', 'Linda Woolverton']",['USA'],12.06.1994,18.11.1994,$1 063 611 805 ,$422 783 777 ,$640 828 028 ,$45 000 000,"['Animacja', 'Familijny']"
21,Django Unchained,2012,2h 45m,"8,3",519526,"8,4",96,['Quentin Tarantino'],['Quentin Tarantino'],['USA'],11.12.2012,18.01.2013,$426 074 373 ,$162 805 434 ,$263 268 939 ,$100 000 000,['Western']
22,Inception,2010,2h 28m,"8,2",642896,"7,9",94,['Christopher Nolan'],['Christopher Nolan'],"['USA', 'Wielka Brytania']",08.07.2010,30.07.2010,$837 186 610 ,$292 587 330 ,$544 599 280 ,$160 000 000,"['Surrealistyczny', 'Sci-Fi', 'Thriller']"
23,Joker,2019,2h 2m,"8,2",362005,"7,0",105,['Todd Phillips'],"['Todd Phillips', 'Scott Silver']","['USA', 'Kanada']",31.08.2019,04.10.2019,$1 078 958 282 ,$335 477 657 ,$743 480 625 ,$55 000 000,"['Kryminał', 'Dramat', 'Psychologiczny']"
24,Gran Torino,2008,1h 56m,"8,2",443685,"7,6",80,['Clint Eastwood'],['Nick Schenk'],"['USA', 'Niemcy']",09.12.2008,27.03.2009,$269 958 228 ,$148 095 302 ,$121 862 926 ,$33 000 000,['Dramat']
25,Scarface,1983,2h 50m,"8,2",275584,"8,1",77,['Brian De Palma'],"['Ben Hecht', 'Howard Hawks']",['USA'],01.12.1983,,$65 884 703 ,$45 408 703 ,$20 476 000 ,$25 000 000,"['Dramat', 'Gangsterski']"
26,Coco,2017,1h 45m,"8,3",192446,"7,9",69,"['Lee Unkrich', 'Adrian Molina']","['Adrian Molina', 'Matthew Aldrich']",['USA'],20.10.2017,24.11.2017,$814 337 054 ,$210 460 015 ,$603 877 039 ,$175 000 000,"['Animacja', 'Familijny', 'Przygodowy']"
27,Shutter Island,2010,2h 18m,"8,2",606081,"7,2",92,['Martin Scorsese'],['Laeta Kalogridis'],['USA'],13.02.2010,26.03.2010,$294 805 697 ,$128 012 934 ,$166 792 763 ,$80 000 000,"['Dramat', 'Thriller']"
28,Léon,1994,1h 50m,"8,1",847374,"8,1",85,['Luc Besson'],['Luc Besson'],"['Francja', 'USA']",14.09.1994,26.05.1995,$19 569 225 ,$19 501 238 ,$67 987 ,$16 000 000,"['Dramat', 'Kryminał']"
29,American History X,1998,1h 59m,"8,2",308230,"7,5",52,['Tony Kaye'],['David McKenna'],['USA'],01.07.1998,,$23 875 127 ,$6 719 864 ,$17 155 263 ,$20 000 000,['Dramat']
30,Gladiator,2000,2h 35m,"8,1",788233,"7,4",90,['Ridley Scott'],"['David Franzoni', 'John Logan']","['USA', 'Wielka Brytania', 'Malta', 'Maroko']",01.05.2000,14.07.2000,$465 516 248 ,$187 705 427 ,$277 810 821 ,$103 000 000,['Dramat historyczny']
31,Green Book,2018,2h 10m,"8,2",248098,"7,2",95,['Peter Farrelly'],"['Brian Hayes Currie', 'Peter Farrelly']",['USA'],11.09.2018,08.02.2019,$321 752 656 ,$85 080 171 ,$236 672 485 ,$23 000 000,"['Dramat', 'Komedia']"
32,Saving Private Ryan,1998,2h 50m,"8,1",658198,"7,9",72,['Steven Spielberg'],['Robert Rodat'],['USA'],21.07.1998,11.09.1998,$482 349 603 ,$217 049 603 ,$265 300 000 ,$70 000 000,"['Dramat', 'Wojenny']"
33,Braveheart,1995,2h 57m,"8,1",406590,"7,2",57,['Mel Gibson'],['Randall Wallace'],['USA'],18.05.1995,08.09.1995,$213 216 216 ,$75 609 945 ,$137 606 271 ,$72 000 000,['Dramat historyczny']
34,Good Will Hunting,1997,2h 6m,"8,1",302481,"7,5",70,['Gus Van Sant'],"['Ben Affleck', 'Matt Damon']",['USA'],02.12.1997,17.04.1998,$225 933 435 ,$138 433 435 ,$87 500 000 ,$10 000 000,['Dramat obyczajowy']
35,Whiplash,2014,1h 45m,"8,1",325358,"7,9",98,['Damien Chazelle'],['Damien Chazelle'],['USA'],16.01.2014,02.01.2015,$50 360 880 ,$14 003 391 ,$36 357 489 ,$3 300 000,"['Dramat', 'Muzyczny']"
36,Apocalypse Now,1979,2h 27m,"8,2",190984,"8,9",71,['Francis Ford Coppola'],"['Francis Ford Coppola', 'Michael Herr']",['USA'],10.05.1979,11.07.2003,$104 729 466 ,$96 042 913 ,$8 686 553 ,$31 500 000,"['Dramat', 'Wojenny']"
37,The Boy in the Striped Pyjamas,2008,1h 33m,"8,1",416900,"6,2",30,['Mark Herman'],['Mark Herman'],"['USA', 'Wielka Brytania']",12.09.2008,,$40 416 563 ,$9 046 156 ,$31 370 407 ,$12 500 000,"['Dramat', 'Wojenny']"
38,Scent of a Woman,1992,2h 37m,"8,1",373238,"7,1",60,['Martin Brest'],['Bo Goldman'],['USA'],23.12.1992,31.12.1992,$134 095 253 ,$63 095 253 ,$71 000 000 ,$31 000 000,['Dramat']
39,The Prestige,2006,2h 10m,"8,1",406013,"7,7",80,['Christopher Nolan'],"['Christopher Nolan', 'Jonathan Nolan']","['USA', 'Wielka Brytania']",17.10.2006,05.01.2007,$109 676 311 ,$53 089 891 ,$56 586 420 ,$40 000 000,"['Dramat', 'Thriller']"
40,Star Wars: Episode V - The Empire Strikes Back,1980,2h 4m,"8,1",310408,"8,6",63,['Irvin Kershner'],"['Lawrence Kasdan', 'Leigh Brackett']",['USA'],17.05.1980,1982,$538 375 067 ,$292 753 960 ,$245 621 107 ,$18 000 000,"['Przygodowy', 'Sci-Fi']"
41,Hacksaw Ridge,2016,2h 19m,"8,1",251406,"6,7",75,['Mel Gibson'],"['Robert Schenkkan', 'Andrew Knight']","['USA', 'Australia']",04.09.2016,04.11.2016,$180 563 636 ,$67 209 615 ,$113 354 021 ,$40 000 000,"['Biograficzny', 'Dramat', 'Wojenny']"
42,"Il buono, il brutto, il cattivo.",1966,2h 59m,"8,2",109681,"8,7",48,['Sergio Leone'],"['Furio Scarpelli', 'Luciano Vincenzoni']","['Włochy', 'Hiszpania', 'RFN']",23.12.1966,,$25 253 887 ,$25 100 000 ,$153 887 ,$1 200 000,['Western']
43,Avengers: Infinity War,2018,2h 29m,"8,1",208315,"7,6",80,"['Anthony Russo', 'Joe Russo']","['Christopher Markus', 'Stephen McFeely']",['USA'],23.04.2018,26.04.2018,$2 052 415 039 ,$678 815 482 ,$1 373 599 557 ,,"['Akcja', 'Sci-Fi']"
44,Star Wars: Episode VI - Return of the Jedi,1983,2h 14m,"8,1",302573,"7,8",58,['Richard Marquand'],"['George Lucas', 'Lawrence Kasdan']",['USA'],25.05.1983,1985,$475 106 177 ,$309 306 177 ,$165 800 000 ,$32 500 000,"['Sci-Fi', 'Przygodowy']"
45,Once Upon a Time in America,1984,3h 49m,"8,2",116763,"8,8",48,['Sergio Leone'],"['Leonardo Benvenuti', 'Franco Arcalli']","['USA', 'Włochy']",17.02.1984,31.12.1984,$5 473 337 ,$5 321 508 ,$151 829 ,$30 000 000,"['Dramat', 'Gangsterski']"
46,The Lord of the Rings: The Fellowship of the Ring,2001,2h 58m,"8,0",735403,"8,1",85,['Peter Jackson'],"['Peter Jackson', 'Fran Walsh']","['Nowa Zelandia', 'USA']",10.12.2001,15.02.2002,$887 184 080 ,$319 205 075 ,$567 979 005 ,$93 000 000,"['Fantasy', 'Przygodowy']"
47,The Help,2011,2h 26m,"8,1",287113,"7,0",68,['Tate Taylor'],['Tate Taylor'],"['USA', 'Zjednoczone Emiraty Arabskie', 'Indie']",09.08.2011,04.11.2011,$216 639 112 ,$169 708 112 ,$46 931 000 ,$25 000 000,['Dramat']
48,Casino,1995,2h 58m,"8,1",164504,"8,4",50,['Martin Scorsese'],"['Martin Scorsese', 'Nicholas Pileggi']","['USA', 'Francja']",03.04.1995,31.12.1995,$116 112 375 ,$42 512 375 ,$73 600 000 ,$52 000 000,"['Dramat', 'Gangsterski']"
49,Heat,1995,2h 50m,"8,1",173110,"8,5",60,['Michael Mann'],['Michael Mann'],['USA'],06.12.1995,13.04.1996,$187 436 818 ,$67 436 818 ,$120 000 000 ,$60 000 000,['Sensacyjny']
50,The Dark Knight,2008,2h 32m,"8,0",545744,"7,9",88,['Christopher Nolan'],"['Christopher Nolan', 'Jonathan Nolan']","['USA', 'Wielka Brytania']",14.07.2008,08.08.2008,$1 006 234 167 ,$534 987 076 ,$471 247 091 ,$185 000 000,"['Akcja', 'Sci-Fi']"
51,Gi-saeng-chung,2019,2h 12m,"8,1",184833,"8,5",106,['Joon-ho Bong'],"['Joon-ho Bong', 'Jin-won Han']",['Korea Południowa'],21.05.2019,20.09.2019,$262 676 096 ,$53 369 749 ,$209 306 347 ,$11 400 000,['Dramat']
52,Amadeus,1984,2h 40m,"8,1",125511,"8,6",70,['Miloš Forman'],['Peter Shaffer'],"['USA', 'Francja', 'Włochy']",06.09.1984,05.11.2010,$52 066 791 ,$51 973 029 ,$93 762 ,$18 000 000,"['Biograficzny', 'Muzyczny']"
53,Inglourious Basterds,2009,2h 33m,"8,0",614377,"8,7",96,"['Quentin Tarantino', 'Eli Roth']",['Quentin Tarantino'],"['USA', 'Niemcy']",20.05.2009,11.09.2009,$321 458 605 ,$120 540 719 ,$200 917 886 ,$70 000 000,['Wojenny']
54,Dune: Part Two,2024,2h 46m,"8,1",127970,"7,7",89,['Denis Villeneuve'],"['Jon Spaihts', 'Denis Villeneuve']","['USA', 'Kanada']",06.02.2024,29.02.2024,$714 444 358 ,$282 144 358 ,$432 300 000 ,$190 000 000,['Sci-Fi']
55,The Pursuit of Happyness,2006,1h 57m,"8,0",276584,"6,7",40,['Gabriele Muccino'],['Steve Conrad'],['USA'],15.12.2006,09.02.2007,$307 127 625 ,$163 566 459 ,$143 561 166 ,$55 000 000,"['Biograficzny', 'Dramat obyczajowy']"
56,Sen to Chihiro no Kamikakushi,2001,2h 5m,"8,1",150961,"8,1",61,['Hayao Miyazaki'],['Hayao Miyazaki'],['Japonia'],20.07.2001,04.04.2003,$355 822 319 ,$13 750 644 ,$342 071 675 ,$19 000 000,"['Fantasy', 'Przygodowy', 'Anime']"
57,Platoon,1986,2h,"8,1",135306,"8,0",41,['Oliver Stone'],['Oliver Stone'],"['USA', 'Wielka Brytania']",19.12.1986,31.12.1990,$138 545 632 ,$138 530 565 ,$15 067 ,$6 000 000,"['Dramat', 'Wojenny']"
58,The Departed,2006,2h 32m,"8,0",347572,"7,6",81,['Martin Scorsese'],"['William Monahan', 'Felix Chong']","['USA', 'Hongkong']",26.09.2006,27.10.2006,$291 480 452 ,$132 399 394 ,$159 081 058 ,$90 000 000,['Kryminał']
59,The Notebook,2004,2h 3m,"8,0",384869,"6,2",57,['Nick Cassavetes'],"['Jan Sardi', 'Jeremy Leven']",['USA'],20.05.2004,01.10.2004,$118 230 644 ,$81 417 274 ,$36 813 370 ,$29 000 000,['Melodramat']
60,Bogowie,2014,2h 1m,"8,0",370863,"7,3",80,['Łukasz Palkowski'],['Krzysztof Rak'],['Polska'],18.09.2014,10.10.2014,$11 960 658 ,$11 960 658 ,,,"['Biograficzny', 'Dramat']"
61,Interstellar,2014,2h 49m,"8,0",424249,"6,5",91,['Christopher Nolan'],"['Christopher Nolan', 'Jonathan Nolan']","['USA', 'Wielka Brytania']",26.10.2014,07.11.2014,$726 340 177 ,$199 801 100 ,$526 539 077 ,$165 000 000,['Sci-Fi']
62,Awakenings,1990,2h 1m,"8,1",131204,"7,5",31,['Penny Marshall'],['Steven Zaillian'],['USA'],12.12.1990,31.12.1990,$52 096 475 ,$29 000 000,,,['Dramat obyczajowy']
63,Psycho,1960,1h 49m,"8,1",148358,"8,7",73,['Alfred Hitchcock'],['Joseph Stefano'],['USA'],16.06.1960,31.12.1960,$32 052 925 ,$32 000 000 ,$52 925 ,$806 947,['Thriller']
64,Hachi: A Dog's Tale,2009,1h 33m,"8,0",190055,"7,0",23,['Lasse Hallström'],['Stephen P. Lindsey'],"['USA', 'Wielka Brytania']",13.06.2009,20.10.2010,$46 749 646 ,$46 749 646 ,$16 000 000,,['Dramat']
65,The Deer Hunter,1978,3h 2m,"8,1",132303,"8,4",53,['Michael Cimino'],['Deric Washburn'],"['USA', 'Wielka Brytania']",08.12.1978,31.12.1990,$49 074 243 ,$48 979 328 ,$94 915 ,$15 000 000,"['Dramat', 'Wojenny']"
66,Seven Pounds,2008,2h 3m,"7,9",489489,"6,5",44,['Gabriele Muccino'],['Grant Nieporte'],['USA'],19.12.2008,13.03.2009,$169 748 929 ,$69 951 824 ,$99 797 105 ,$55 000 000,['Dramat']
67,Cidade de Deus,2002,2h 10m,"8,0",173719,"7,9",45,['Fernando Meirelles'],['Bráulio Mantovani'],"['Brazylia', 'Francja', 'Niemcy']",18.05.2002,09.01.2004,$30 680 793 ,$7 564 459 ,$23 116 334 ,$3 300 000,"['Dramat', 'Thriller']"
68,Avengers: Endgame,2019,3h 2m,"8,0",190653,"7,2",82,"['Anthony Russo', 'Joe Russo']","['Christopher Markus', 'Stephen McFeely']",['USA'],10.04.2019,25.04.2019,$2 799 439 100 ,$858 373 000 ,$1 941 066 100 ,$356 000 000,"['Akcja', 'Sci-Fi']"
69,Snatch,2000,1h 44m,"8,0",262317,"7,7",75,['Guy Ritchie'],['Guy Ritchie'],"['Wielka Brytania', 'USA']",23.08.2000,03.11.2000,$83 557 872 ,$30 328 156 ,$53 229 716 ,$10 000 000,['Komedia kryminalna']
70,Rain Man,1988,2h 13m,"8,0",173217,"7,7",53,['Barry Levinson'],"['Ronald Bass', 'Barry Morrow']",['USA'],12.12.1988,31.12.1988,$354 825 435 ,$172 825 435 ,$182 000 000 ,$25 000 000,"['Dramat', 'Komedia']"
71,The Devil's Advocate,1997,2h 24m,"7,9",445279,"6,8",62,['Taylor Hackford'],"['Tony Gilroy', 'Jonathan Lemkin']","['USA', 'Niemcy']",13.10.1997,27.02.1998,$152 944 660 ,$60 944 660 ,$92 000 000 ,$57 000 000,['Thriller']
72,Monty Python and the Holy Grail,1975,1h 31m,"8,0",172560,"8,4",49,"['Terry Gilliam', 'Terry Jones']","['John Cleese', 'Graham Chapman']",['Wielka Brytania'],14.03.1975,,$2 675 602 ,$2 562 392 ,$113 210 ,$400 000,"['Komedia', 'Kostiumowy', 'Przygodowy']"
73,Reservoir Dogs,1992,1h 39m,"7,9",225889,"8,3",79,['Quentin Tarantino'],['Quentin Tarantino'],['USA'],21.01.1992,,$2 913 644 ,$2 832 029 ,$81 615 ,$1 200 000,"['Thriller', 'Gangsterski']"
74,Full Metal Jacket,1987,1h 56m,"8,0",167494,"8,0",68,['Stanley Kubrick'],"['Michael Herr', 'Stanley Kubrick']","['USA', 'Wielka Brytania']",17.06.1987,,$50 187 505 ,$46 357 676 ,$3 829 829 ,$30 000 000,"['Dramat', 'Wojenny']"
75,Spider-Man: Into the Spider-Verse,2018,1h 57m,"8,0",97391,"8,4",76,"['Bob Persichetti', 'Peter Ramsey']","['Phil Lord', 'Rodney Rothman']",['USA'],07.12.2018,25.12.2018,$384 256 930 ,$190 241 310 ,$194 015 620 ,$90 000 000,"['Animacja', 'Akcja', 'Sci-Fi']"
76,Nuovo cinema Paradiso,1988,2h 3m,"8,1",75661,"7,9",56,['Giuseppe Tornatore'],"['Giuseppe Tornatore', 'Peter Fernandez']","['Francja', 'Włochy']",17.11.1988,,$13 019 063 ,$12 397 210 ,$621 853 ,$5 000 000,['Dramat']
77,Zootopia,2016,1h 48m,"7,9",298664,"8,0",76,"['Byron Howard', 'Rich Moore']","['Jared Bush', 'Phil Johnston']",['USA'],10.02.2016,19.02.2016,$1 025 521 689 ,$341 268 248 ,$684 253 441 ,$150 000 000,"['Animacja', 'Komedia', 'Przygodowy']"
78,Star Wars,1977,2h 1m,"7,9",342555,"7,7",72,['George Lucas'],['George Lucas'],['USA'],25.05.1977,30.03.1979,$775 398 007 ,$460 998 507 ,$314 399 500 ,$11 000 000,"['Sci-Fi', 'Przygodowy']"
79,The Godfather: Part III,1990,2h 42m,"7,9",185420,"6,9",50,['Francis Ford Coppola'],"['Francis Ford Coppola', 'Mario Puzo']",['USA'],20.12.1990,31.12.1990,$136 861 392 ,$66 761 392 ,$70 100 000 ,$54 000 000,"['Dramat', 'Gangsterski']"
80,"Three Billboards Outside Ebbing, Missouri",2017,1h 55m,"7,9",237904,"8,3",98,['Martin McDonagh'],['Martin McDonagh'],"['USA', 'Wielka Brytania']",04.09.2017,02.02.2018,$160 260 573 ,$54 513 740 ,$105 746 833 ,,['Dramat']
81,Contratiempo,2016,1h 46m,"8,0",147154,"6,7",29,['Oriol Paulo'],['Oriol Paulo'],['Hiszpania'],23.09.2016,,$31 191 910 ,$31 191 910 ,$4 500 000,,['Kryminał']
82,Klaus,2019,1h 36m,"8,1",65476,"7,7",39,['Sergio Pablos'],"['Sergio Pablos', 'Zach Lewis']",['Hiszpania'],08.11.2019,,$40 000 000,,,,"['Animacja', 'Komedia', 'Świąteczny', 'Przygodowy']"
83,Najlepszy,2017,1h 50m,"8,0",105603,"6,4",53,['Łukasz Palkowski'],"['Agatha Dominik', 'Maciej Karpiński']",['Polska'],21.09.2017,17.11.2017,$4 241 561 ,$4 241 561 ,,,"['Biograficzny', 'Sportowy', 'Obyczajowy']"
84,A Clockwork Orange,1971,2h 16m,"7,9",222052,"8,7",79,['Stanley Kubrick'],['Stanley Kubrick'],"['Wielka Brytania', 'USA']",19.12.1971,31.12.1990,$26 960 374 ,$26 617 553 ,$342 821 ,$2 200 000,"['Dramat', 'Sci-Fi']"
85,The Sting,1973,2h 9m,"8,1",78699,"7,9",47,['George Roy Hill'],['David S. Ward'],['USA'],25.12.1973,,$156 000 000 ,$5 500 000,,,['Komedia kryminalna']
86,Prisoners,2013,2h 33m,"7,9",267544,"7,5",84,['Denis Villeneuve'],['Aaron Guzikowski'],['USA'],30.08.2013,04.10.2013,$122 126 687 ,$61 002 302 ,$61 124 385 ,$46 000 000,['Thriller']
87,The Father,2020,1h 37m,"8,1",59847,"8,0",65,['Florian Zeller'],"['Florian Zeller', 'Christopher Hampton']","['Wielka Brytania', 'Francja']",27.01.2020,21.05.2021,$24 425 557 ,$2 122 771 ,$22 302 786 ,$6 000 000,['Dramat']
88,Catch Me If You Can,2002,2h 21m,"7,9",348253,"7,4",80,['Steven Spielberg'],['Jeff Nathanson'],"['USA', 'Kanada']",16.12.2002,28.02.2003,$352 114 312 ,$164 615 351 ,$187 498 961 ,$52 000 000,['Komedia kryminalna']
89,Shichinin no samurai,1954,3h 23m,"8,1",75278,"8,8",31,['Akira Kurosawa'],"['Hideo Oguni', 'Akira Kurosawa']",['Japonia'],26.04.1954,,$500 000,,,,['Dramat']
90,Les choristes,2004,1h 36m,"8,0",109164,"7,2",29,['Christophe Barratier'],"['Christophe Barratier', 'Philippe Lopes-Curval']","['Francja', 'Szwajcaria', 'Niemcy']",17.03.2004,22.10.2004,$88 385 944 ,$3 635 164 ,$84 750 780 ,$5 500 000,"['Dramat', 'Muzyczny']"
91,Jak rozpętałem drugą wojnę światową,1969,3h 56m,"7,9",283086,"7,6",42,['Tadeusz Chmielewski'],['Tadeusz Chmielewski'],['Polska'],02.04.1970,,,,,,"['Komedia', 'Przygodowy', 'Wojenny']"
